Company,Company Path,Country,Industry,Earnings,Employees,Marketcap,Net-Assets,Operating-Margin,Pe-Ratio,Ps-Ratio,Revenue,Total-Assets,Total-Debt,Total-Liabilities
Hansoh Pharma,https://companiesmarketcap.com/hansoh-pharma,China,Pharmaceuticals,420000000,10523,12140000000,3330000000,,29.7,8.29,1360000000,4400000000,620000000,1070000000
BeiGene,https://companiesmarketcap.com/beigene,China,Pharmaceuticals,-1210000000,10000,15850000000,3530000000,-0.8819,-8.78,6.45,2450000000,5800000000,930000000,2260000000
Organon,https://companiesmarketcap.com/organon,USA,Pharmaceuticals,670000000,10000,4670000000,-70000000,0.1429,7.95,0.7461,6260000000,12050000000,8760000000,12120000000
Elanco,https://companiesmarketcap.com/elanco,USA,Pharmaceuticals,-1200000000,9000,7270000000,6220000000,-0.0233,-73.8,1.65,4410000000,14360000000,5770000000,8130000000
Perrigo,https://companiesmarketcap.com/perrigo,Ireland,Pharmaceuticals,160000000,8900,4230000000,4760000000,-0.0312,-62.6,0.9105,4650000000,10800000000,4070000000,6040000000
Taisho Pharmaceutical,https://companiesmarketcap.com/taisho-pharmaceutical,Japan,Pharmaceuticals,110000000,8784,4590000000,6080000000,0.0874,35.9,2.04,2250000000,7130000000,10120000,1050000000
Biogen,https://companiesmarketcap.com/biogen,USA,Pharmaceuticals,1290000000,8725,29600000000,14790000000,0.313,11,3.01,9830000000,26840000000,7330000000,12040000000
Hikma Pharmaceuticals,https://companiesmarketcap.com/hikma-pharmaceuticals,UK,Pharmaceuticals,280000000,8700,5070000000,2200000000,,23.5,1.76,2870000000,4680000000,1190000000,2470000000
Aspen Pharmacare,https://companiesmarketcap.com/aspen-pharmacare,South Africa,Pharmaceuticals,340000000,8612,5190000000,4590000000,,8.6,2.04,2170000000,7160000000,1560000000,2560000000
UCB,https://companiesmarketcap.com/ucb,Belgium,Pharmaceuticals,480000000,8600,23900000000,9920000000,0.0926,34,2.84,5800000000,17170000000,3350000000,7250000000
Chugai Pharmaceutical,https://companiesmarketcap.com/chugai-pharmaceutical,Japan,Pharmaceuticals,3120000000,7771,56250000000,10260000000,0.3682,23.2,7.16,7850000000,12150000000,1940000,1890000000
Galenica,https://companiesmarketcap.com/galenica,Switzerland,Pharmaceuticals,230000000,7673,3870000000,1750000000,0.0497,21,0.9666,4450000000,3550000000,280000000,1800000000
Amneal Pharmaceuticals,https://companiesmarketcap.com/amneal-pharmaceuticals,USA,Pharmaceuticals,-40270000,7600,1750000000,20010000,-0.1089,-285,0.7335,2390000000,3470000000,2750000000,3450000000
Rohto Pharmaceutical,https://companiesmarketcap.com/rohto-pharmaceutical,Japan,Pharmaceuticals,280000000,7176,4640000000,1740000000,0.1489,21.2,2.48,1850000000,2420000000,68330000,680000000
FDC India,https://companiesmarketcap.com/fdc-india,India,Pharmaceuticals,45970000,6336,870000000,230000000,0.139,31.7,3.81,230000000,280000000,2950000,44530000
Piramal Pharma,https://companiesmarketcap.com/piramal-pharma,India,Pharmaceuticals,57890000,6295,2190000000,930000000,0.066,-130,2.45,930000000,1770000000,540000000,840000000
Sumitomo Pharma,https://companiesmarketcap.com/sumitomo-dainippon-pharma,Japan,Pharmaceuticals,-970000000,6250,1050000000,2430000000,0.0885,-1.08,0.4482,2330000000,7520000000,2920000000,5080000000
Indoco Remedies,https://companiesmarketcap.com/indoco-remedies,India,Pharmaceuticals,17160000,6000,380000000,120000000,0.1325,28.4,1.82,210000000,230000000,59730000,100000000
Jubilant Pharmova,https://companiesmarketcap.com/jubilant-pharmova,India,Pharmaceuticals,16480000,6000,1210000000,650000000,0.0362,-226,1.55,790000000,1370000000,440000000,720000000
kyowa Kirin,https://companiesmarketcap.com/kyowa-kirin,Japan,Pharmaceuticals,500000000,5982,9410000000,5430000000,0.1236,23,3.07,3020000000,6710000000,49220000,1280000000
Medpace,https://companiesmarketcap.com/medpace,USA,Pharmaceuticals,330000000,5800,12370000000,550000000,0.1896,45.5,6.56,1880000000,1650000000,140000000,1090000000
Laurus Labs,https://companiesmarketcap.com/laurus-labs,India,Pharmaceuticals,33510000,5753,2850000000,480000000,0.1396,66.7,4.96,590000000,970000000,250000000,480000000
Lundbeck,https://companiesmarketcap.com/lundbeck,Denmark,Pharmaceuticals,440000000,5700,4690000000,3260000000,0.1551,13.8,1.62,2890000000,5540000000,610000000,2270000000
Shionogi,https://companiesmarketcap.com/shionogi,Japan,Pharmaceuticals,1360000000,5680,13720000000,8610000000,0.5211,10,4.63,2980000000,9640000000,69830000,1030000000
BioNTech,https://companiesmarketcap.com/biontech,Germany,Pharmaceuticals,1000000000,5500,20680000000,22380000000,0.6614,4.64,4.98,4150000000,25430000000,240000000,3050000000
Procaps Group,https://companiesmarketcap.com/procaps-group,Luxembourg,Pharmaceuticals,120000000,5500,300000000,38450000,0.0487,4.08,0.7331,410000000,490000000,280000000,460000000
Virbac SA,https://companiesmarketcap.com/virbac,France,Pharmaceuticals,180000000,5459,3360000000,970000000,0.1451,28.3,1.58,1300000000,1540000000,180000000,560000000
Ipsen,https://companiesmarketcap.com/ipsen,France,Pharmaceuticals,840000000,5325,9650000000,4220000000,0.2237,12.8,2.7,3650000000,6990000000,9950000,2760000000
Evotec,https://companiesmarketcap.com/evotec,Germany,Pharmaceuticals,-110000000,5086,2530000000,1200000000,-0.1888,-21,3.09,820000000,2380000000,620000000,1170000000
Vertex Pharmaceuticals,https://companiesmarketcap.com/vertex-pharmaceuticals,USA,Pharmaceuticals,4420000000,4800,1.0344E+11,17580000000,0.4739,30.6,10.5,9860000000,22730000000,800000000,5140000000
Gland Pharma,https://companiesmarketcap.com/gland-pharma,India,Pharmaceuticals,110000000,4752,3450000000,1000000000,0.2562,39,6.01,580000000,1230000000,42990000,230000000
Recordati,https://companiesmarketcap.com/recordati,Italy,Pharmaceuticals,580000000,4369,10980000000,1820000000,0.2727,26.3,4.97,2180000000,4470000000,1910000000,2640000000
Santen Pharmaceutical,https://companiesmarketcap.com/santen-pharmaceutical,Japan,Pharmaceuticals,280000000,4144,3450000000,2110000000,0.0016,-48.9,1.61,2130000000,3030000000,330000000,920000000
Natco Pharma,https://companiesmarketcap.com/natco-pharma,India,Pharmaceuticals,180000000,4025,2090000000,630000000,0.2121,21,4.44,460000000,750000000,29800000,110000000
Moderna,https://companiesmarketcap.com/moderna,USA,Pharmaceuticals,-3910000000,3900,40490000000,13850000000,0.0544,-11.7,6.07,6750000000,18420000000,1240000000,4570000000
Ono Pharmaceutical,https://companiesmarketcap.com/ono-pharmaceutical,Japan,Pharmaceuticals,1160000000,3761,7330000000,5600000000,0.3208,9.14,2.09,3490000000,6320000000,60910000,710000000
Abbott India,https://companiesmarketcap.com/abbott-india,India,Pharmaceuticals,180000000,3700,6740000000,370000000,0.2542,54.7,9.92,690000000,540000000,11020000,160000000
Siegfried Holding,https://companiesmarketcap.com/siegfried-holding,Switzerland,Pharmaceuticals,170000000,3633,4150000000,990000000,0.1779,35.8,2.87,1510000000,2210000000,140000000,1210000000
Orion Corporation,https://companiesmarketcap.com/orion-corp,Finland,Pharmaceuticals,290000000,3574,4980000000,980000000,0.285,26.9,3.88,1290000000,1590000000,220000000,600000000
Euroapi,https://companiesmarketcap.com/euroapi,France,Pharmaceuticals,3320000,3390,290000000,1290000000,,-87,1.33,1050000000,2020000000,240000000,730000000
Hualan Biological Engineering,https://companiesmarketcap.com/hualan-biological-engineering,China,Pharmaceuticals,290000000,3243,4740000000,1800000000,0.3372,27.1,6.25,750000000,2160000000,120000000,360000000
Bio-Techne,https://companiesmarketcap.com/bio-techne,USA,Pharmaceuticals,260000000,3200,10730000000,1960000000,0.2725,43.8,9.45,1140000000,2730000000,550000000,760000000
BioMarin Pharmaceutical,https://companiesmarketcap.com/biomarin,USA,Pharmaceuticals,180000000,3082,17540000000,4950000000,0.0483,117,7.17,2410000000,6840000000,1090000000,1890000000
Vanke,https://companiesmarketcap.com/vanke,China,Real Estate,4970000000,131817,10380000000,56830000000,,1.86,0.164,65520000000,2.2987E+11,48490000000,1.7303E+11
Empire Company,https://companiesmarketcap.com/empire-company,Canada,Real Estate,780000000,131000,5630000000,4060000000,0.0316,10.5,0.2502,22750000000,12310000000,5430000000,8250000000
CBRE Group,https://companiesmarketcap.com/cbre-group,USA,Real Estate,1230000000,115000,27310000000,9060000000,0.0382,47.5,0.8676,31940000000,22540000000,4820000000,13480000000
Jones Lang LaSalle,https://companiesmarketcap.com/jll,USA,Real Estate,250000000,103300,8540000000,6400000000,0.0192,38.1,0.4166,20760000000,16060000000,3110000000,9650000000
KE Holdings,https://companiesmarketcap.com/ke-holdings,China,Real Estate,920000000,98540,16760000000,10040000000,0.0459,22.8,1.7,10550000000,16520000000,2330000000,6470000000
Multiplan Empreendimentos Imobiliários,https://companiesmarketcap.com/multiplan-empreendimentos-imobiliarios,Brazil,Real Estate,290000000,80372,2800000000,1420000000,0.7211,15.4,7.05,400000000,2370000000,650000000,940000000
Country Garden,https://companiesmarketcap.com/country-garden,China,Real Estate,770000000,69932,1730000000,35070000000,,-9.04,0.1517,62400000000,2.2319E+11,35640000000,1.8811E+11
China Resources Land,https://companiesmarketcap.com/china-resources-land,Hong Kong,Real Estate,8040000000,55311,21380000000,49210000000,,,1.09,30020000000,1.6637E+11,31810000000,1.1716E+11
CK Asset Holdings,https://companiesmarketcap.com/ck-asset--holdings,Hong Kong,Real Estate,2900000000,55000,14320000000,50680000000,0.4026,8.04,3.07,7220000000,64290000000,7000000000,13600000000
Cushman & Wakefield,https://companiesmarketcap.com/cushman-wakefield,USA,Real Estate,250000000,52000,2250000000,1670000000,0.0373,-29.1,0.2371,9490000000,7770000000,3560000000,6090000000
Savills,https://companiesmarketcap.com/savills,UK,Real Estate,180000000,40433,1830000000,920000000,,10.3,0.5183,2780000000,2520000000,860000000,1600000000
Sun Hung Kai Properties,https://companiesmarketcap.com/sun-hung-kai-properties,Hong Kong,Real Estate,3630000000,40000,27010000000,77400000000,0.4088,10.7,4.02,9080000000,1.0282E+11,16330000000,25410000000
Longfor Group,https://companiesmarketcap.com/longfor,China,Real Estate,6640000000,31565,8120000000,32450000000,,5.08,0.5403,36330000000,1.0681E+11,30580000000,74350000000
Shimao Property,https://companiesmarketcap.com/shimao-property,Hong Kong,Real Estate,-2550000000,30418,150000000,9130000000,,5.57,0.2354,9140000000,79700000000,37970000000,70560000000
Brookfield Property Partners,https://companiesmarketcap.com/brookfield-property-partners,Bermuda,Real Estate,2550000000,29600,9740000000,48580000000,0.2912,,1.03,9480000000,1.3157E+11,70990000000,82980000000
FirstService,https://companiesmarketcap.com/firstservice,Canada,Real Estate,200000000,29000,6910000000,1350000000,0.0532,52.1,1.61,4330000000,3620000000,1410000000,2260000000
New World Development Company,https://companiesmarketcap.com/new-world-development-company,Hong Kong,Real Estate,1280000000,28000,2600000000,34250000000,0.1351,57,0.5098,12140000000,78640000000,24940000000,44390000000
Mitsui Fudosan,https://companiesmarketcap.com/mitsui-fudosan,Japan,Real Estate,2280000000,24408,30640000000,22670000000,0.1479,5.78,1.72,16520000000,68560000000,33630000000,45890000000
Tokyu Fudosan Holdings,https://companiesmarketcap.com/tokyu-fudosan-holdings,Japan,Real Estate,680000000,21614,5710000000,5350000000,0.0879,12.8,0.6999,7680000000,21110000000,11670000000,15750000000
C&D International Investment Group,https://companiesmarketcap.com/c-d-international-investment-group,Hong Kong,Real Estate,5130000,19594,3220000000,12460000000,,182,0.3512,19700000,64770000000,12200000000,52300000000
Colliers International,https://companiesmarketcap.com/colliers-international,Canada,Real Estate,300000000,19000,5650000000,1920000000,0.0649,264,1.31,4330000000,5480000000,2130000000,3550000000
Rocket Companies,https://companiesmarketcap.com/rocket-companies,USA,Real Estate,-410000000,18500,24270000000,8300000000,-0.1919,-72.9,6.75,3640000000,19230000000,5130000000,10930000000
Yuexiu Property,https://companiesmarketcap.com/yuexiu-property-company,Hong Kong,Real Estate,1570000000,18400,1910000000,13110000000,,,0.3575,10490000000,52320000000,13880000000,39200000000
Daito Trust Construction,https://companiesmarketcap.com/daito-trust-construction,Japan,Real Estate,770000000,17851,7150000000,2750000000,0.0603,14.7,0.5886,12100000000,7150000000,580000000,4390000000
Chartwell Retirement Residences,https://companiesmarketcap.com/chartwell-retirement-residences,Canada,Real Estate,20680000,15928,2200000000,590000000,0.0123,83.8,4.03,540000000,2440000000,1530000000,1840000000
Geo Group,https://companiesmarketcap.com/geo-group,USA,Real Estate,130000000,15800,1950000000,1290000000,0.088,16.7,0.8246,2410000000,3690000000,1880000000,2400000000
Vonovia,https://companiesmarketcap.com/vonovia,Germany,Real Estate,-9200000000,15798,22040000000,33100000000,-1.5522,-3.18,3.86,5650000000,1.017E+11,48080000000,68600000000
Americold,https://companiesmarketcap.com/americold,USA,Real Estate,-200000000,15174,6810000000,3630000000,0.0079,-58.2,2.6,2670000000,7860000000,3490000000,4230000000
Iida Group,https://companiesmarketcap.com/iida-group,Japan,Real Estate,380000000,13353,3660000000,6860000000,0.0652,7.73,0.3574,10160000000,12900000000,4540000000,6030000000
Equinix,https://companiesmarketcap.com/equinix,USA,Real Estate,1520000000,13046,72290000000,12510000000,0.1141,83,8.94,8180000000,32650000000,17450000000,20130000000
Sumitomo Realty & Development,https://companiesmarketcap.com/sumitomo-realty-and-development,Japan,Real Estate,1690000000,12957,18350000000,14060000000,0.245,14.5,2.55,6810000000,46710000000,28540000000,32650000000
Mitsubishi Estate,https://companiesmarketcap.com/mitsubishi-estate,Japan,Real Estate,1600000000,10655,25260000000,17690000000,0.1835,27,2.38,9930000000,53600000000,23740000000,35900000000
CapitaLand Investment Limited,https://companiesmarketcap.com/capitaland-investment-limited,Singapore,Real Estate,1110000000,10000,10030000000,13710000000,,22,6.56,1180000000,25760000000,9840000000,12050000000
Henderson Land Development,https://companiesmarketcap.com/henderson-land,Hong Kong,Real Estate,1520000000,9950,14510000000,43570000000,0.4652,12.1,5.17,3270000000,68060000000,11460000000,24480000000
Shikun & Binui,https://companiesmarketcap.com/shikun-binui,Israel,Real Estate,170000000,9192,1210000000,1620000000,,-12,0.5427,2240000000,7360000000,3780000000,5740000000
Prestige Group,https://companiesmarketcap.com/prestige-group,India,Real Estate,410000000,9024,5710000000,1370000000,0.2889,49.1,6.02,990000000,5050000000,1330000000,3680000000
Anywhere Real Estate,https://companiesmarketcap.com/anywhere-real-estate,USA,Real Estate,29000000,8890,590000000,1680000000,-0.0651,-1.39,0.111,5630000000,5830000000,3110000000,4150000000
Nexity,https://companiesmarketcap.com/nexity-sa,France,Real Estate,320000000,8648,570000000,2090000000,,7.68,0.3308,4660000000,9360000000,3030000000,7270000000
Kerry Properties,https://companiesmarketcap.com/kerry-properties,Hong Kong,Real Estate,660000000,7700,2620000000,15240000000,0.3542,8.91,1.69,1870000000,26140000000,7190000000,10900000000
Newmark,https://companiesmarketcap.com/newmark,USA,Real Estate,120000000,7400,2480000000,1570000000,0.0642,115,1.02,2470000000,4470000000,1750000000,2890000000
Sun Communities,https://companiesmarketcap.com/sun-communities,USA,Real Estate,-220000000,7199,15680000000,7170000000,0.0796,67,5.01,3170000000,16940000000,7770000000,9760000000
Sino Land,https://companiesmarketcap.com/sino-land,Hong Kong,Real Estate,850000000,7000,8670000000,20800000000,0.4702,15.5,6.63,1510000000,22860000000,460000000,2060000000
Stewart Information Services,https://companiesmarketcap.com/stewart-information-services,USA,Real Estate,60860000,7000,1650000000,1370000000,0.0521,47.1,0.7393,2250000000,2700000000,580000000,1320000000
American Tower,https://companiesmarketcap.com/american-tower,USA,Real Estate,2910000000,6391,83670000000,10860000000,0.1606,117,7.49,11140000000,66020000000,47150000000,55160000000
Wharf Holdings,https://companiesmarketcap.com/wharf-holdings,Hong Kong,Real Estate,28970000,6200,9840000000,19090000000,0.0125,12,3.89,2310000000,27490000000,3040000000,8400000000
Zillow,https://companiesmarketcap.com/zillow,USA,Real Estate,-160000000,6148,10310000000,4520000000,-0.0908,-67.6,5.41,1940000000,6650000000,1830000000,2120000000
Rithm Capital,https://companiesmarketcap.com/rithm-capital,USA,Real Estate,750000000,6098,5120000000,7100000000,0.3237,7.42,2.5,2070000000,35310000000,24110000000,28210000000
Swire Properties,https://companiesmarketcap.com/swire-properties,Hong Kong,Real Estate,1310000000,6000,11390000000,36790000000,0.7444,14.6,8.4,1770000000,44170000000,4300000000,7380000000
Public Storage,https://companiesmarketcap.com/public-storage,USA,Real Estate,2170000000,5900,47940000000,10100000000,0.9781,25.1,10.7,4510000000,19800000000,9100000000,9700000000
CoStar Group,https://companiesmarketcap.com/costar-group,USA,Real Estate,280000000,5653,36890000000,7330000000,0.2229,92.8,15.4,2450000000,8910000000,1110000000,1580000000
