document,element,observed,expected,gap_val,jsd,jsd_bits,LvS
2005,Alzheimer_s_disease_and_other_dementias,0.01906801,0.019993008439900508,-0.000924999,5.4767052122576491e-06,7.9012154501348491e-06,-5.48E-06
2002,Diabetes_mellitus,0.019848731,0.021199270678605164,-0.00135054,1.1110696071637172e-05,1.6029346123375436e-05,-1.11E-05
2006,Alzheimer_s_disease_and_other_dementias,0.019874912,0.019993008439900508,-0.000118097,8.7456379493537151e-08,1.2617288498942927e-07,-8.75E-08
2008,Chronic_kidney_disease,0.020866558,0.019471265385770396,0.001395293,1.2068264836268645e-05,1.7410825831419434e-05,1.2068264836268645e-05
2001,Cirrhosis_and_other_chronic_liver_diseases,0.024805887,0.025456958991994103,-0.000651072,2.1084501216428811e-06,3.0418505344559163e-06,-2.11E-06
1998,Road_injuries_,0.025024961,0.024763379355490518,0.000261581,3.4357987616282751e-07,4.9568098348935541e-07,3.4357987616282751e-07
2000,Road_injuries_,0.025230947,0.024763379355490518,0.000467568,1.0932373483188396e-06,1.5772081009341904e-06,1.0932373483188396e-06
2002,Road_injuries_,0.025300289,0.024763379355490518,0.000536909,1.4395526864122046e-06,2.0768355217852726e-06,1.4395526864122046e-06
1991,Road_injuries_,0.025352494,0.024763379355490518,0.000589114,1.7313060340575664e-06,2.49774662959599e-06,1.7313060340575664e-06
2010,Road_injuries_,0.025362329,0.024763379355490518,0.000598949,1.7892465836346478e-06,2.5813371731372263e-06,1.7892465836346478e-06
2011,HIV_AIDS,0.025463894,0.024665889590806376,0.000798004,3.1759453703528108e-06,4.5819206359422629e-06,3.1759453703528108e-06
1990,Road_injuries_,0.025570036,0.024763379355490518,0.000806656,3.2320578194297307e-06,4.66287378795767e-06,3.2320578194297307e-06
2004,Cirrhosis_and_other_chronic_liver_diseases,0.025675443,0.025456958991994103,0.000218484,2.3339145493245017e-07,3.3671269461690588e-07,2.3339145493245017e-07
2011,Tuberculosis,0.026415587,0.031556512706426385,-0.005140926,0.000114123,0.000164645,-0.000114123
2010,Cirrhosis_and_other_chronic_liver_diseases,0.026589255,0.025456958991994103,0.001132296,6.1589226074009904e-06,8.8854471029163326e-06,6.1589226074009904e-06
2018,Cirrhosis_and_other_chronic_liver_diseases,0.027036033,0.025456958991994103,0.001579074,1.1877070472100955e-05,1.7134990670388787e-05,1.1877070472100955e-05
2019,Diabetes_mellitus,0.028486471,0.021199270678605164,0.0072872,0.000268162,0.000386876,0.000268162
2017,Alzheimer_s_disease_and_other_dementias,0.028597328,0.019993008439900508,0.008604319,0.000382927,0.000552447,0.000382927
2015,Diarrheal_diseases,0.032378708,0.045748624551196958,-0.013369917,0.000574823,0.000829294,-0.000574823
2014,Diarrheal_diseases,0.03365999,0.045748624551196958,-0.012088634,0.000461867,0.000666333,-0.000461867
2007,HIV_AIDS,0.033726613,0.024665889590806376,0.009060724,0.000352911,0.000509143,0.000352911
2000,Tuberculosis,0.035679848,0.031556512706426385,0.004123335,6.3256568608275731e-05,9.1259937834811873e-05,6.3256568608275731e-05
2012,Diarrheal_diseases,0.036261938,0.045748624551196958,-0.009486686,0.000274962,0.000396686,-0.000274962
1992,Digestive_diseases,0.042820429,0.044627564202639886,-0.001807136,9.336897304527427e-06,1.3470295438531249e-05,-9.34E-06
1998,Digestive_diseases,0.04314359,0.044627564202639886,-0.001483974,6.2728028691713569e-06,9.049741591827578e-06,-6.27E-06
2014,Neonatal_disorders,0.043642343,0.052867887263875396,-0.009225544,0.000220808,0.000318558,-0.000220808
2013,Neonatal_disorders,0.04514575,0.052867887263875396,-0.007722138,0.000152258,0.000219661,-0.000152258
2013,Digestive_diseases,0.046119998,0.044627564202639886,0.001492434,6.1364182251250608e-06,8.85298014220858e-06,6.1364182251250608e-06
2018,Digestive_diseases,0.046973602,0.044627564202639886,0.002346038,1.5022998932417205e-05,2.1673606059078493e-05,1.5022998932417205e-05
2015,Lower_respiratory_infections,0.048847748,0.057557502835119151,-0.008709755,0.000178433,0.000257424,-0.000178433
2006,Lower_respiratory_infections,0.053534682,0.057557502835119151,-0.004022821,3.6426118872592752e-05,5.2551781056321445e-05,-3.64E-05
2003,Neonatal_disorders,0.054377588,0.052867887263875396,0.0015097,5.3132083142419496e-06,7.66533928616687e-06,5.3132083142419496e-06
1998,Neonatal_disorders,0.059353563,0.052867887263875396,0.006485675,9.37597761255962e-05,0.000135267,9.37597761255962e-05
2000,Lower_respiratory_infections,0.060263869,0.057557502835119151,0.002706366,1.5542725648123087e-05,2.2423413214444878e-05,1.5542725648123087e-05
1992,Neonatal_disorders,0.066361532,0.052867887263875396,0.013493645226751394,0.000382601,0.000551976,0.000382601
1990,Diarrheal_diseases,0.06652242,0.045748624551196958,0.020773795468823943,0.000966517,0.001394389,0.000966517
1995,Lower_respiratory_infections,0.068189223,0.057557502835119151,0.010631720643971679,0.000224993,0.000324596,0.000224993
2006,Chronic_respiratory_diseases,0.070034933,0.071259399526972342,-0.001224467,2.6528627364857276e-06,3.8272719140870845e-06,-2.65E-06
2007,Chronic_respiratory_diseases,0.070055417,0.071259399526972342,-0.001203982,2.564471514239421e-06,3.6997503360942235e-06,-2.56E-06
2011,Chronic_respiratory_diseases,0.070203037,0.071259399526972342,-0.001056362,1.9720979806270712e-06,2.845135976797815e-06,-1.97E-06
2013,Chronic_respiratory_diseases,0.070895231,0.071259399526972342,-0.000364169,2.3322999663695238e-07,3.3647975953468084e-07,-2.33E-07
1990,Chronic_respiratory_diseases,0.071067658,0.071259399526972342,-0.000191742,6.457824777343315e-08,9.3166717812030749e-08,-6.46E-08
2014,Chronic_respiratory_diseases,0.071226229,0.071259399526972342,-3.32E-05,1.93055861573962e-09,2.7852073410730115e-09,-1.93E-09
2017,Chronic_respiratory_diseases,0.071906865,0.071259399526972342,0.000647465,7.3203858978697074e-07,1.056108443225013e-06,7.3203858978697074e-07
1993,Chronic_respiratory_diseases,0.072293028,0.071259399526972342,0.001033628,1.8606379248863763e-06,2.6843331071235069e-06,1.8606379248863763e-06
2018,Chronic_respiratory_diseases,0.072586036,0.071259399526972342,0.001326636,3.0588194383454224e-06,4.4129436346757055e-06,3.0588194383454224e-06
2011,Neoplasms,0.167987267,0.15561816876720508,0.012369098403128914,0.000118224,0.000170561,0.000118224
1992,Drowning,0.010055437432086502,0.007123639,0.002931799,0.0001257,0.000181347,0.0001257
1991,Drowning,0.010312705282413334,0.007123639,0.003189066,0.000146642,0.00021156,0.000146642
2000,Protein_energy_malnutrition,0.010528005465603901,0.00839153,0.002136476,6.0443857900239649e-05,8.7202054044872943e-05,6.0443857900239649e-05
1990,Drowning,0.010580783591058114,0.007123639,0.003457145,0.000169859,0.000245054,0.000169859
2002,Nutritional_deficiencies,0.010588659258268667,0.009616495,0.000972165,1.16983661665893e-05,1.6877174855041617e-05,1.16983661665893e-05
1999,Protein_energy_malnutrition,0.011068370768207648,0.00839153,0.002676841,9.2346916695598973e-05,0.000133228,9.2346916695598973e-05
2001,Nutritional_deficiencies,0.011213335545557559,0.009616495,0.001596841,3.0634005935356514e-05,4.4195528445501916e-05,3.0634005935356514e-05
1998,Protein_energy_malnutrition,0.011675986327990549,0.00839153,0.003284456,0.000134999,0.000194762,0.000134999
2018,Malaria,0.011795034494566875,0.01737756,-0.005582526,0.000268725,0.000387688,-0.000268725
2000,Nutritional_deficiencies,0.011830390213658736,0.009616495,0.002213896,5.7235302832551777e-05,8.2573087560300492e-05,5.7235302832551777e-05
2019,Malaria,0.011846665110799884,0.01737756,-0.005530895,0.000263275,0.000379826,-0.000263275
2017,Malaria,0.011927559887658512,0.01737756,-0.00545,0.000254871,0.000367702,-0.000254871
1992,HIV_AIDS,0.012147561142109619,0.024665889590806376,-0.012518328,0.001085729,0.001566375,-0.001085729
1994,Protein_energy_malnutrition,0.012213384288151908,0.00839153,0.003821854,0.000178252,0.000257164,0.000178252
1994,Conflict_and_terrorism,0.012257470143579793,0.002259519,0.009997951,0.001892779,0.002730702,0.001892779
1997,Protein_energy_malnutrition,0.012263615496706081,0.00839153,0.003872086,0.000182547,0.000263359,0.000182547
1999,Nutritional_deficiencies,0.012453115907403013,0.009616495,0.002836621,9.1400830393782e-05,0.000131864,9.1400830393782e-05
2016,Malaria,0.012617431480927562,0.01737756,-0.004760129,0.000189656,0.000273616,-0.000189656
1996,Protein_energy_malnutrition,0.012819848833873368,0.00839153,0.004428319,0.000232835,0.00033591,0.000232835
1990,Alzheimer_s_disease_and_other_dementias,0.012882240745525422,0.019993008439900508,-0.007110768,0.000387562,0.000559134,-0.000387562
1993,Protein_energy_malnutrition,0.012922646589642173,0.00839153,0.004531117,0.000242662,0.000350087,0.000242662
1998,Nutritional_deficiencies,0.013183547355794686,0.009616495,0.003567053,0.000140091,0.000202108,0.000140091
1991,Alzheimer_s_disease_and_other_dementias,0.013235805422225815,0.019993008439900508,-0.006757203,0.000345933,0.000499076,-0.000345933
2015,Malaria,0.013554548616599693,0.01737756,-0.003823012,0.000118428,0.000170855,-0.000118428
1992,Alzheimer_s_disease_and_other_dementias,0.013628111931115161,0.019993008439900508,-0.006364897,0.000303064,0.000437229,-0.000303064
1992,Protein_energy_malnutrition,0.013630833531830245,0.00839153,0.005239304,0.000314627,0.00045391,0.000314627
1990,Chronic_kidney_disease,0.013808490160831771,0.019471265385770396,-0.005662775,0.000242066,0.000349227,-0.000242066
1997,Nutritional_deficiencies,0.013877204007424522,0.009616495,0.004260709,0.000194249,0.000280242,0.000194249
1995,Protein_energy_malnutrition,0.013883183188658912,0.00839153,0.005491653,0.000341996,0.000493396,0.000341996
1991,Chronic_kidney_disease,0.013926299909833762,0.019471265385770396,-0.005544965,0.000231226,0.000333588,-0.000231226
1993,Alzheimer_s_disease_and_other_dementias,0.013932965935493815,0.019993008439900508,-0.006060043,0.000272077,0.000392525,-0.000272077
2019,Self_harm,0.013961654250460502,0.016216242449844733,-0.002254588,4.2149286167059022e-05,6.080856613022584e-05,-4.21E-05
2017,Self_harm,0.014086444571312489,0.016216242449844733,-0.002129798,3.7453617266401521e-05,5.403414789359073e-05,-3.75E-05
2018,Self_harm,0.014102559696991949,0.016216242449844733,-0.002113683,3.6868877378972765e-05,5.3190546557787294e-05,-3.69E-05
1994,Alzheimer_s_disease_and_other_dementias,0.014121678216864861,0.019993008439900508,-0.00587133,0.000253884,0.000366278,-0.000253884
2014,Malaria,0.014128085783877488,0.01737756,-0.003249475,8.3936430809185584e-05,0.000121095,-8.39E-05
1992,Chronic_kidney_disease,0.014173916583612859,0.019471265385770396,-0.005297349,0.000209384,0.000302077,-0.000209384
2016,Self_harm,0.014194906571176061,0.016216242449844733,-0.002021336,3.361277528937136e-05,4.8492984220491154e-05,-3.36E-05
1991,Protein_energy_malnutrition,0.014321763077571359,0.00839153,0.005930233,0.000391605,0.000564966,0.000391605
1993,Chronic_kidney_disease,0.014324328577043811,0.019471265385770396,-0.005146937,0.000196729,0.00028382,-0.000196729
1994,Chronic_kidney_disease,0.014407261884467212,0.019471265385770396,-0.005064004,0.000189947,0.000274035,-0.000189947
1996,Nutritional_deficiencies,0.014507016465832962,0.009616495,0.004890522,0.000249588,0.00036008,0.000249588
1995,Alzheimer_s_disease_and_other_dementias,0.014613654783858065,0.019993008439900508,-0.005379354,0.000209895,0.000302815,-0.000209895
1993,HIV_AIDS,0.014705156915417048,0.024665889590806376,-0.009960733,0.000636906,0.000918862,-0.000636906
2013,Malaria,0.014760516811288878,0.01737756,-0.002617044,5.33363142949493e-05,7.6948036132618486e-05,-5.33E-05
1995,Chronic_kidney_disease,0.014806088171392964,0.019471265385770396,-0.004665177,0.000159227,0.000229717,-0.000159227
2013,Self_harm,0.014834969679893896,0.016216242449844733,-0.001381273,1.5366100569846398e-05,2.2168597089918475e-05,-1.54E-05
1993,Nutritional_deficiencies,0.014921065868762545,0.009616495,0.005304571,0.000288964,0.000416886,0.000288964
1996,Alzheimer_s_disease_and_other_dementias,0.015039994860195393,0.019993008439900508,-0.004953014,0.000175654,0.000253415,-0.000175654
2012,Self_harm,0.015159200859391623,0.016216242449844733,-0.001057042,8.9046422070890568e-06,1.2846683153057936e-05,-8.90E-06
1990,Diabetes_mellitus,0.015190890240834498,0.021199270678605164,-0.00600838,0.00024915,0.000359448,-0.00024915
1996,Chronic_kidney_disease,0.015211818217321552,0.019471265385770396,-0.004259447,0.000131107,0.000189147,-0.000131107
1997,Alzheimer_s_disease_and_other_dementias,0.015369735884421554,0.019993008439900508,-0.004623273,0.000151543,0.000218631,-0.000151543
2011,Self_harm,0.015416922791192634,0.016216242449844733,-0.00079932,5.0499208605071766e-06,7.2854957823354311e-06,-5.05E-06
2010,Self_harm,0.015557572941989012,0.016216242449844733,-0.00065867,3.4137905171350311e-06,4.92505864970448e-06,-3.41E-06
1995,Nutritional_deficiencies,0.015659196529321143,0.009616495,0.006042702,0.000364681,0.000526124,0.000364681
1997,Chronic_kidney_disease,0.015663399994472103,0.019471265385770396,-0.003807865,0.000103376,0.00014914,-0.000103376
1998,Alzheimer_s_disease_and_other_dementias,0.015696396947203262,0.019993008439900508,-0.004296611,0.00012963,0.000187017,-0.00012963
1992,Diabetes_mellitus,0.015795473280741212,0.021199270678605164,-0.005403797,0.00019804,0.000285711,-0.00019804
2019,HIV_AIDS,0.015871056794485035,0.024665889590806376,-0.008794833,0.000480843,0.00069371,-0.000480843
2008,Self_harm,0.015914560974256791,0.016216242449844733,-0.000301681,7.08144835115981e-07,1.0216370418529585e-06,-7.08E-07
1999,Alzheimer_s_disease_and_other_dementias,0.015982929604976402,0.019993008439900508,-0.004010079,0.000111979,0.000161552,-0.000111979
1993,Diabetes_mellitus,0.016112991289968136,0.021199270678605164,-0.005086279,0.000173877,0.000250851,-0.000173877
1998,Chronic_kidney_disease,0.016119482885426976,0.019471265385770396,-0.003351783,7.9031153884078788e-05,0.000114018,-7.90E-05
2007,Self_harm,0.016214112491195108,0.016216242449844733,-2.13E-06,3.4972822614169582e-11,5.0455117751351853e-11,-3.50E-11
1994,Diabetes_mellitus,0.016267031057770595,0.021199270678605164,-0.00493224,0.000162798,0.000234868,-0.000162798
2000,Alzheimer_s_disease_and_other_dementias,0.016370651623380549,0.019993008439900508,-0.003622357,9.0359829133544408e-05,0.000130362,-9.04E-05
2006,Self_harm,0.016472349828134905,0.016216242449844733,0.000256107,5.0164029478045387e-07,7.2371396558983859e-07,5.0164029478045387e-07
1999,Chronic_kidney_disease,0.016481543621696342,0.019471265385770396,-0.002989722,6.2225780890750129e-05,8.9772825506528444e-05,-6.22E-05
1991,Nutritional_deficiencies,0.016549012364556304,0.009616495,0.006932518,0.00046472,0.000670449,0.00046472
2003,Self_harm,0.016581178159281649,0.016216242449844733,0.000364936,1.0151775490205192e-06,1.4645916155937156e-06,1.0151775490205192e-06
2004,Self_harm,0.016608294343840813,0.016216242449844733,0.000392052,1.1706817314878753e-06,1.6889367284768627e-06,1.1706817314878753e-06
2005,Self_harm,0.016658624696218087,0.016216242449844733,0.000442382,1.4882794636886915e-06,2.1471334017205613e-06,1.4882794636886915e-06
2018,HIV_AIDS,0.016665177583278918,0.024665889590806376,-0.008000712,0.000389642,0.000562135,-0.000389642
1995,Diabetes_mellitus,0.016750540279582365,0.021199270678605164,-0.00444873,0.000130678,0.000188528,-0.000130678
2001,Alzheimer_s_disease_and_other_dementias,0.016834026058777873,0.019993008439900508,-0.003158982,6.7826827502536868e-05,9.78534276771411e-05,-6.78E-05
2000,Chronic_kidney_disease,0.016958348058348918,0.019471265385770396,-0.002512917,4.3369736291925024e-05,6.2569303473022336e-05,-4.34E-05
2001,Self_harm,0.016962555790253037,0.016216242449844733,0.000746313,4.19718773907857e-06,6.0552619368486138e-06,4.19718773907857e-06
1990,Self_harm,0.016976773748443075,0.016216242449844733,0.000760531,4.3567784850231462e-06,6.2855027145946244e-06,4.3567784850231462e-06
1991,Self_harm,0.017080790487839816,0.016216242449844733,0.000864548,5.6125670236148017e-06,8.0972226116260041e-06,5.6125670236148017e-06
2011,Malaria,0.017228865166799327,0.01737756,-0.000148695,1.5972704895867888e-07,2.3043742142851469e-07,-1.60E-07
1996,Diabetes_mellitus,0.017249756788668736,0.021199270678605164,-0.003949514,0.000101603,0.000146583,-0.000101603
2002,Alzheimer_s_disease_and_other_dementias,0.017295426382841119,0.019993008439900508,-0.002697582,4.8830889267676672e-05,7.0448081788675239e-05,-4.88E-05
1992,Self_harm,0.017325710152222951,0.016216242449844733,0.001109468,9.17614391190638e-06,1.3238377316190788e-05,9.17614391190638e-06
1994,HIV_AIDS,0.017326195899742616,0.024665889590806376,-0.007339694,0.000322375,0.000465089,-0.000322375
1990,Nutritional_deficiencies,0.017390482708555595,0.009616495,0.007773988,0.000567431,0.000818631,0.000567431
2001,Chronic_kidney_disease,0.017418165684186145,0.019471265385770396,-0.0020531,2.8581338162815312e-05,4.1234154829464129e-05,-2.86E-05
2000,Self_harm,0.017466045021097363,0.016216242449844733,0.001249803,1.1596340522423683e-05,1.672998296416038e-05,1.1596340522423683e-05
1993,Self_harm,0.017525539543881936,0.016216242449844733,0.001309297,1.2704495981099336e-05,1.8328713348925778e-05,1.2704495981099336e-05
1997,Self_harm,0.017626038703412748,0.016216242449844733,0.001409796,1.4686515349373827e-05,2.118816286248126e-05,1.4686515349373827e-05
1998,Self_harm,0.017631420737580741,0.016216242449844733,0.001415178,1.4796542059883442e-05,2.134689785209881e-05,1.4796542059883442e-05
1999,Self_harm,0.017645605890528621,0.016216242449844733,0.001429363,1.5088418915863602e-05,2.1767987144771649e-05,1.5088418915863602e-05
1996,Self_harm,0.017705383368910921,0.016216242449844733,0.001489141,1.634837241013188e-05,2.3585715802703215e-05,1.634837241013188e-05
1994,Self_harm,0.017705407877202619,0.016216242449844733,0.001489165,1.6348898891239071e-05,2.358647535438568e-05,1.6348898891239071e-05
1997,Diabetes_mellitus,0.017734989673762015,0.021199270678605164,-0.003464281,7.7162946188058653e-05,0.000111323,-7.72E-05
2003,Alzheimer_s_disease_and_other_dementias,0.017853022085845209,0.019993008439900508,-0.002139986,3.0267276436360077e-05,4.3666449615952059e-05,-3.03E-05
2002,Chronic_kidney_disease,0.017876525059364035,0.019471265385770396,-0.00159474,1.7028919672135146e-05,2.4567537962685887e-05,-1.70E-05
1995,Self_harm,0.017885996882691733,0.016216242449844733,0.001669754,2.044730061183202e-05,2.9499219192255922e-05,2.044730061183202e-05
2017,HIV_AIDS,0.017939199493962447,0.024665889590806376,-0.00672669,0.000266625,0.000384658,-0.000266625
2010,Malaria,0.018043711398271912,0.01737756,0.000666151,3.132181201689053e-06,4.5187822868424312e-06,3.132181201689053e-06
1998,Diabetes_mellitus,0.018153516391674618,0.021199270678605164,-0.003045754,5.8991392619939047e-05,8.5106589587919862e-05,-5.90E-05
2003,Chronic_kidney_disease,0.018365786205474674,0.019471265385770396,-0.001105479,8.0758019769854917e-06,1.1650919463398255e-05,-8.08E-06
2009,Malaria,0.018392459932298297,0.01737756,0.0010149,7.1998797707134706e-06,1.0387230840205091e-05,7.1998797707134706e-06
2004,Alzheimer_s_disease_and_other_dementias,0.018429857054418075,0.019993008439900508,-0.001563151,1.5902748858551163e-05,2.2942816914734387e-05,-1.59E-05
1999,Diabetes_mellitus,0.018457133779441783,0.021199270678605164,-0.002742137,4.7440750492156207e-05,6.8442535471084417e-05,-4.74E-05
1994,Malaria,0.018527990176735995,0.01737756,0.00115043,9.2166481241609359e-06,1.3296812542345549e-05,9.2166481241609359e-06
2008,Malaria,0.018615109743964669,0.01737756,0.001237549,1.0639877363875132e-05,1.5350098308529391e-05,1.0639877363875132e-05
1995,Malaria,0.018680851154139057,0.01737756,0.001303291,1.1779060984954402e-05,1.6993592869322383e-05,1.1779060984954402e-05
2004,Chronic_kidney_disease,0.018709057383968931,0.019471265385770396,-0.000762208,3.8043132628234433e-06,5.4884638782634938e-06,-3.80E-06
1996,Malaria,0.018835501360975268,0.01737756,0.001457941,1.4678174460568886e-05,2.1176129503565768e-05,1.4678174460568886e-05
2000,Diabetes_mellitus,0.018854506204402356,0.021199270678605164,-0.002344764,3.4335494615909566e-05,4.9535647808842436e-05,-3.43E-05
2001,Malaria,0.018863200303097866,0.01737756,0.00148564,1.5229706708792736e-05,2.1971822342968657e-05,1.5229706708792736e-05
2005,Malaria,0.018965593762482504,0.01737756,0.001588033,1.735301497699822e-05,2.503510865178724e-05,1.735301497699822e-05
2007,Malaria,0.018995633840652396,0.01737756,0.001618073,1.8001072349683447e-05,2.5970057809571749e-05,1.8001072349683447e-05
2002,Malaria,0.019003096527476279,0.01737756,0.001625536,1.8163826396631921e-05,2.6204862265988921e-05,1.8163826396631921e-05
2016,HIV_AIDS,0.019032228079194174,0.024665889590806376,-0.005633662,0.000182083,0.00026269,-0.000182083
2006,Malaria,0.019054226140097545,0.01737756,0.001676666,1.9297717844910889e-05,2.7840721835327396e-05,1.9297717844910889e-05
1993,Malaria,0.019081606613134555,0.01737756,0.001704046,1.991839092316944e-05,2.8736163807344293e-05,1.991839092316944e-05
1997,Malaria,0.019132218912388636,0.01737756,0.001754659,2.1090328492880497e-05,3.04269123273979e-05,2.1090328492880497e-05
1998,Malaria,0.019150476240982678,0.01737756,0.001772916,2.1520907420376277e-05,3.1048106410807349e-05,2.1520907420376277e-05
1992,Malaria,0.019262972532301015,0.01737756,0.001885412,2.4265131915301855e-05,3.50071854807225e-05,2.4265131915301855e-05
2005,Chronic_kidney_disease,0.019286553377084154,0.019471265385770396,-0.000184712,2.2007595110997232e-07,3.1750248328527904e-07,-2.20E-07
1990,Malaria,0.019308953457879859,0.01737756,0.001931393,2.5431718295492985e-05,3.6690213866192852e-05,2.5431718295492985e-05
2001,Diabetes_mellitus,0.019320608249232023,0.021199270678605164,-0.001878662,2.1783370115986732e-05,3.1426760040182903e-05,-2.18E-05
2004,Malaria,0.019476599827720039,0.01737756,0.002099039,2.9904031492724312e-05,4.3142397937140753e-05,2.9904031492724312e-05
1991,Malaria,0.019495898397377795,0.01737756,0.002118338,3.0440781621628274e-05,4.391676468630701e-05,3.0440781621628274e-05
2003,Malaria,0.019535358230135882,0.01737756,0.002157798,3.1552280453081344e-05,4.5520318538398232e-05,3.1552280453081344e-05
2015,HIV_AIDS,0.019856124586220256,0.024665889590806376,-0.004809765,0.000130155,0.000187774,-0.000130155
2006,Chronic_kidney_disease,0.019863480315772813,0.019471265385770396,0.000392215,9.77730361591126e-07,1.4105667439940904e-06,9.77730361591126e-07
1995,HIV_AIDS,0.020322663537953013,0.024665889590806376,-0.004343226,0.000104988,0.000151466,-0.000104988
2003,Diabetes_mellitus,0.020362286812754805,0.021199270678605164,-0.000836984,4.2141668475313666e-06,6.0797576124121787e-06,-4.21E-06
2007,Chronic_kidney_disease,0.020412296008567778,0.019471265385770396,0.000941031,5.5512897000137491e-06,8.0088181207478174e-06,5.5512897000137491e-06
2004,Diabetes_mellitus,0.020639255436596803,0.021199270678605164,-0.000560015,1.8740289501486911e-06,2.7036522728618672e-06,-1.87E-06
2007,Alzheimer_s_disease_and_other_dementias,0.020649611873600066,0.019993008439900508,0.000656603,2.6520609519790743e-06,3.8261151835554743e-06,2.6520609519790743e-06
2014,HIV_AIDS,0.020928496368375241,0.024665889590806376,-0.003737393,7.6674969509481477e-05,0.000110619,-7.67E-05
2005,Diabetes_mellitus,0.021191460889315634,0.021199270678605164,-7.81E-06,3.5970604325180863e-10,5.1894612477717528e-10,-3.60E-10
2008,Alzheimer_s_disease_and_other_dementias,0.021256734910030262,0.019993008439900508,0.001263726,9.6803905337570551e-06,1.396585141691977e-05,9.6803905337570551e-06
2009,Chronic_kidney_disease,0.021523720745530731,0.019471265385770396,0.002052455,2.5700305358741793e-05,3.7077703090388838e-05,2.5700305358741793e-05
2006,Diabetes_mellitus,0.021670559032833114,0.021199270678605164,0.000471288,1.2953001475720326e-06,1.8687230993649139e-06,1.2953001475720326e-06
2019,Tuberculosis,0.021705815085558338,0.031556512706426385,-0.009850698,0.000458097,0.000660894,-0.000458097
2010,Chronic_kidney_disease,0.021963745549506152,0.019471265385770396,0.00249248,3.750577886062873e-05,5.4109401166907188e-05,3.750577886062873e-05
2019,Road_injuries_,0.022008319497556821,0.024763379355490518,-0.00275506,4.0594796239747663e-05,5.8565911220981895e-05,-4.06E-05
2007,Diabetes_mellitus,0.022078436833167875,0.021199270678605164,0.000879166,4.4652682806552244e-06,6.4420204047400809e-06,4.4652682806552244e-06
2013,HIV_AIDS,0.022111952218222302,0.024665889590806376,-0.002553937,3.4876771783192892e-05,5.0316545693828514e-05,-3.49E-05
2009,Alzheimer_s_disease_and_other_dementias,0.022232268402990855,0.019993008439900508,0.00223926,2.9701629551978723e-05,4.2850393660960788e-05,2.9701629551978723e-05
2018,Road_injuries_,0.022334738076830875,0.024763379355490518,-0.002428641,3.1322457793587512e-05,4.5188754527262571e-05,-3.13E-05
2008,Diabetes_mellitus,0.022393902594274772,0.021199270678605164,0.001194632,8.18547944506548e-06,1.1809150602694513e-05,8.18547944506548e-06
2018,Tuberculosis,0.022502764204417484,0.031556512706426385,-0.009053749,0.000380869,0.000549477,-0.000380869
2017,Road_injuries_,0.022509688337650647,0.024763379355490518,-0.002253691,2.6870738322918881e-05,3.8766280923500094e-05,-2.69E-05
2011,Chronic_kidney_disease,0.022676931126690905,0.019471265385770396,0.003205666,6.1012238843454825e-05,8.8022054412985258e-05,6.1012238843454825e-05
2016,Road_injuries_,0.022805015186548594,0.024763379355490518,-0.001958364,2.0161886806312451e-05,2.9087454110431595e-05,-2.02E-05
2009,Diabetes_mellitus,0.022893301664550929,0.021199270678605164,0.001694031,1.6275118708568423e-05,2.3480033050730856e-05,1.6275118708568423e-05
1996,HIV_AIDS,0.022917984603340522,0.024665889590806376,-0.001747905,1.6055120233450862e-05,2.3162642341675617e-05,-1.61E-05
2010,Alzheimer_s_disease_and_other_dementias,0.022925037346714854,0.019993008439900508,0.002932029,5.0115825583582608e-05,7.2301853039490876e-05,5.0115825583582608e-05
2010,Diabetes_mellitus,0.023117787547393017,0.021199270678605164,0.001918517,2.0769979133400623e-05,2.9964745895124331e-05,2.0769979133400623e-05
2015,Road_injuries_,0.023168175233476033,0.024763379355490518,-0.001595204,1.3274898838945353e-05,1.9151630723249121e-05,-1.33E-05
2012,Chronic_kidney_disease,0.023248014621389364,0.019471265385770396,0.003776749,8.3583304262926407e-05,0.000120585,8.3583304262926407e-05
1990,Cirrhosis_and_other_chronic_liver_diseases,0.023264189431459473,0.025456958991994103,-0.00219277,2.4680570291023187e-05,3.5606536365170632e-05,-2.47E-05
1991,Cirrhosis_and_other_chronic_liver_diseases,0.023306316750155227,0.025456958991994103,-0.002150642,2.3720528474730092e-05,3.4221488797758552e-05,-2.37E-05
2017,Tuberculosis,0.023331969053542546,0.031556512706426385,-0.008224544,0.000309257,0.000446163,-0.000309257
1992,Cirrhosis_and_other_chronic_liver_diseases,0.023458691161972803,0.025456958991994103,-0.001998268,2.0413638968660584e-05,2.945065570658432e-05,-2.04E-05
1994,Cirrhosis_and_other_chronic_liver_diseases,0.023587470029034521,0.025456958991994103,-0.001869489,1.7819739755131148e-05,2.570845017465962e-05,-1.78E-05
1993,Cirrhosis_and_other_chronic_liver_diseases,0.023629814140589084,0.025456958991994103,-0.001827145,1.7006769067925737e-05,2.4535581395840279e-05,-1.70E-05
2014,Road_injuries_,0.023679100420093285,0.024763379355490518,-0.001084279,6.0678097025855873e-06,8.7539989669781632e-06,-6.07E-06
2012,HIV_AIDS,0.023690782185276812,0.024665889590806376,-0.000975107,4.916068798920762e-06,7.0923880768719463e-06,-4.92E-06
2011,Diabetes_mellitus,0.023763469733375731,0.021199270678605164,0.002564199,3.65785396929494e-05,5.2771677817978211e-05,3.65785396929494e-05
