element,Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19,Gene_20,Gene_21,Gene_22,Gene_23,Gene_24,Gene_25,Gene_26,Gene_27,Gene_28,Gene_29,Gene_30,Gene_31,Gene_32,Gene_33,Gene_34,Gene_35,Gene_36,Gene_37,Gene_38,Gene_39,Gene_40,Gene_41,Gene_42,Gene_43,Gene_44,Gene_45,Gene_46,Gene_47,Gene_48,Gene_49,Gene_50,CellType
a1138,2.540230879,2.118549504,5.116954865,0.377439002,1.147507694,0.858980359,1.175530952,2.81533468,1.165476844,2.729210235,1.40606743,1.173207784,2.101851334,2.940445731,1.82421873,2.176405373,0.560836565,1.484457394,3.348119223,3.511586992,2.086120559,1.806716284,1.124745254,2.713308079,1.738514798,1.850089608,0.797984883,1.724448019,0.704700439,2.000125582,1.034537388,3.004910567,0.588525591,0.708479943,2.825336691,1.02083859,0.929290447,1.984733922,2.360369104,1.859308529,0.522510694,1.638052041,4.235785619,2.25139344,3.13892018,1.75109705,1.091355571,3.181140678,0.909719011,4.335436573,B
a1139,0.861668447,2.888526352,1.242034201,0.052221048,3.868264364,0.408609431,2.553915842,1.703271337,6.692016513,6.406097545,2.03765406,1.593006563,0.149342626,2.64078176,0.634111559,2.355108636,1.199575911,0.467616521,0.270505328,0.792322016,0.914689531,3.347110295,1.148634725,0.674189501,2.988550489,1.267186159,1.049496584,2.210650177,0.752395289,0.405333807,4.252565713,4.943758698,2.851919234,0.510657588,4.125650346,1.105319899,3.760647882,0.917004116,1.924588575,0.9189297,0.289593975,1.021686388,5.330295529,1.236848305,2.925133485,1.333195964,1.355239786,0.869315611,2.35816442,0.925535525,CD4 T
a1140,3.560934309,1.620072825,1.063349159,1.662675551,2.484580364,0.779480821,3.097504876,0.679534141,3.572530147,1.060606438,1.654730441,1.591886587,1.25639933,0.652327942,3.867636293,3.238244059,0.167566913,1.662411441,0.349354098,2.069026801,2.877686094,0.497943924,1.405425263,1.647683577,1.015597217,1.228098505,2.072305025,1.234910937,1.452882641,3.903465326,3.843416224,1.047649995,2.414939054,4.852913634,2.44156456,1.155533616,3.039302658,3.348448836,0.183965106,1.048562531,2.340160942,4.481395025,3.110239412,6.403360321,1.253284594,0.352202126,1.85710367,2.571440762,2.371896691,0.48279674,CD8 T
a1141,0.713251006,3.294170389,0.859397983,1.142445695,4.070256017,0.714557826,1.685515455,2.325132176,1.687053878,2.398733608,1.133946202,0.949157706,0.980385412,0.867355769,2.856700701,1.574288874,1.823204423,0.908112572,0.277166966,1.973790521,3.384867047,6.232342314,2.116614204,2.99545271,3.457372222,2.143147056,0.623909765,1.708401298,1.53184239,0.73563148,2.257242733,1.525487915,1.375719301,1.271899832,1.772570425,3.978371829,1.41884597,0.399503641,3.006928908,2.024558404,5.334781791,1.528220444,1.79028605,1.447775444,3.166660386,2.700783278,1.877490949,2.662098634,0.484202532,0.854542391,CD8 T
a1142,1.961361103,1.287932202,1.158621306,2.602313852,1.817749399,4.727267649,0.865354511,1.919010057,2.126661453,2.982305036,2.53747973,1.903918481,2.318352044,0.276610606,2.428134381,0.363419817,5.44739747,1.828471301,1.065377515,2.924167529,0.729437855,0.725458203,1.222050634,1.995162678,0.99839453,1.63286414,1.423664679,0.63102944,3.794736063,0.318465948,2.069369398,4.159484596,1.629432849,2.217104176,2.503652633,4.112815535,1.187019438,1.752755839,0.348217285,2.639926038,3.286575897,1.198246187,1.59686674,1.70433287,4.016949083,1.160838515,0.605526761,1.315362547,2.938840599,0.912965876,B
a1143,0.632885718,1.962230678,0.662469562,1.649084221,1.523487428,1.96973501,1.972322441,2.378531323,3.383648202,0.570767496,0.68331254,1.27991489,2.572930488,1.638834066,1.82567953,0.451294223,1.036586296,3.722733683,3.101734522,0.342137464,2.798789925,2.890752918,1.421376259,0.237695436,3.920674687,2.035742329,4.42757567,0.475997946,0.154204021,3.942634529,6.692823566,2.322122738,1.491226594,3.171185172,4.658568679,2.89829147,0.143978847,0.636542703,2.107050547,2.310695212,7.22735609,0.537197777,3.632758985,0.749805204,2.462768956,1.01420199,1.508754303,2.047229893,1.643371493,3.828207606,CD4 T
a1144,1.027285146,4.785361047,2.133229416,0.353244732,1.378367489,0.270390932,0.750953201,3.858481175,0.199451573,1.587649376,2.75959122,0.950015753,1.363712057,1.820674005,1.164437181,0.879006642,2.48202768,3.072296039,1.818382018,0.614851954,4.928259311,0.928634337,2.144684654,0.233182983,1.493633909,2.555269963,1.38466767,3.429734918,2.416096772,1.142015929,2.420326267,3.601409253,3.337498706,3.479897125,0.396621294,0.300001717,0.708715242,1.958152149,0.424597485,1.039092965,5.065541206,1.873460751,2.785243783,0.826900045,0.630995764,3.529076136,1.380660174,0.938518633,2.071986137,0.223829014,CD4 T
a1145,0.779446286,4.145564006,1.904486831,3.356504126,0.499805148,2.114824625,0.285550458,3.730394792,3.95605046,2.460340078,0.725275158,1.936812869,1.308805286,2.212241904,0.789037942,1.808701955,0.446218855,0.46244494,1.531463249,1.640919264,0.79353348,1.762640881,1.697479176,5.333603056,4.343139079,1.051676626,2.267309444,3.591157667,0.568985812,2.254604812,3.228593798,3.038721581,0.312731047,5.445259556,1.077476577,2.565552276,0.593859194,1.380164643,3.128864122,3.569630517,0.954609596,0.828826367,2.869760641,1.779177128,0.764263009,3.096472975,1.114730045,0.95651457,2.590680999,1.497845759,CD4 T
a1146,4.757048794,1.559114152,0.656986064,1.963995222,0.28125695,0.78253882,4.753806396,1.19340513,7.286482185,0.757287793,1.547801536,0.42401668,3.959987623,0.922633711,1.455404935,3.528409452,2.201773163,0.672231562,1.727105115,0.927041216,2.150795315,1.782308045,2.081846815,0.535896803,1.634041781,2.079028158,2.423240738,2.083147244,0.594207238,3.389885829,3.127902334,1.448376924,3.041419205,1.899594627,0.520851292,2.104484558,0.374204483,1.11429164,2.108986475,0.923156435,1.026060847,0.747502189,3.604235987,1.394303821,0.945721776,0.931376588,2.774707004,3.20624224,2.377859809,3.040563173,B
a1147,1.055006534,3.311232967,0.342547241,3.890141694,3.44164684,0.90410342,0.397415088,0.699536864,1.944462277,0.428047419,2.049367466,1.535073364,1.576058202,3.1872774,2.916418747,0.934597546,3.087311607,3.319872993,2.0260002,1.694175005,3.536368577,0.867971648,1.969717482,6.773478711,3.867242166,1.319094823,2.033215582,0.461099043,0.078389549,1.137671252,2.089246398,0.680622361,0.984072071,4.112566257,2.677975316,6.041156622,0.8641759,3.329957639,1.157808175,0.635857742,2.574230922,1.041614051,1.522027216,1.958755354,4.299942797,7.614456092,1.14387219,0.67551883,0.431011278,1.701988962,NK
a1148,1.725667318,1.817164504,0.825741773,0.48271201,2.122913549,1.221915873,2.831829936,3.702887045,1.908663108,4.046394392,2.575547322,0.622163421,2.109272517,1.34259298,3.119843862,1.40679647,0.4824982,2.540057315,4.202524445,2.725780056,1.185624523,3.722100288,1.781970275,1.439929991,1.742336033,1.42550388,3.110472396,0.668688806,1.050940241,3.496665891,2.196136962,1.879045667,1.377486268,6.528898773,0.291044093,0.527416684,2.61383381,1.143850978,2.671299993,3.274081454,4.647708719,0.978298213,2.420291084,1.64212668,0.507989983,1.765268704,5.025878714,4.5020061,2.126668674,1.642561056,CD4 T
a1149,3.133638327,1.652901647,0.224930183,1.70777684,4.252070766,3.070948004,2.230780741,2.769277017,3.732248707,1.702606792,1.26846748,2.952659495,2.155615801,2.83292837,2.274650838,2.845085769,4.697097809,2.544366356,0.795733999,2.788558834,1.265444093,3.976478822,3.089202862,1.528806655,2.554273864,1.022919119,7.145424616,1.841004459,2.655710481,2.452984094,1.233571704,0.665664814,0.903296203,2.16726797,2.803476013,1.947107473,1.319567783,0.697364357,3.293993822,1.081996675,4.708868519,3.388722387,3.270081151,2.556156593,3.330834825,1.228455283,1.787884343,1.916070942,3.029752173,2.417858154,NK
a1150,4.479082892,1.966310372,1.124412545,1.886759197,0.318644369,3.836819068,3.744156747,0.980658301,1.856173984,2.224166327,3.73544539,0.317443149,3.250656386,1.68836458,2.442740434,1.53707527,1.696864311,2.840726388,2.8457652,4.151428889,1.96701824,1.125085887,0.271289432,2.094565437,0.710848299,2.762875271,3.444819253,2.017045306,5.30050669,1.011792593,4.852343926,0.1323886,0.697130096,2.120658023,1.970167662,0.865833475,0.928843665,1.386878541,2.393839114,2.792593517,4.524187511,1.56506977,2.154559334,1.362541184,1.32806283,2.244958686,1.576408283,3.506333052,5.482600703,2.028878752,B
a1151,2.64325018,0.355134167,2.444442986,0.736040262,1.493920091,2.598604978,2.132826007,2.395895894,2.523440523,1.297830245,1.922549266,1.046136465,3.459948997,0.770259801,2.952038605,1.116215559,1.002638261,1.704226578,0.53764462,2.190153585,2.245488506,3.123833796,1.217375288,1.051246337,1.707473872,2.103523098,0.658231601,0.220340504,2.179791466,5.080028689,3.685998193,0.473871396,1.712545478,3.281148756,1.749712903,0.66852398,0.531242412,1.224982152,1.443141225,1.322307588,1.373984221,0.542014888,0.688204051,0.634095235,0.117016533,0.621822654,0.972636582,1.842970996,1.131152327,0.532333955,B
a1152,0.240155801,2.340942059,1.092866152,0.910261341,1.818424918,0.340565857,1.585756195,1.83495619,0.947051049,3.273221277,1.253477317,2.936305602,3.125126456,2.267538323,2.356461684,1.175671501,0.919649542,1.84293691,0.995508948,0.113108237,1.623902346,0.63419115,2.318595769,0.684870996,0.366512074,2.130739925,3.24800727,1.132436284,2.295901893,1.042425832,2.706722301,0.713468162,2.295030215,1.267262664,5.488796403,2.076722823,1.257597646,4.585385304,0.585270358,2.814071295,2.532293091,4.091648665,2.842905597,1.504010214,4.453876855,4.001944669,1.844452284,2.237473271,2.070466051,1.804035272,CD4 T
a1153,1.579683766,6.802069767,2.844923365,3.305058358,1.83880515,3.46001416,2.518645933,0.250559653,1.310007618,1.773869208,0.375484889,0.928936676,5.262333414,0.830984687,1.072596671,1.364988378,2.238497404,1.626250736,6.461018,2.258163173,1.772215941,0.603880242,0.09319514,0.890746537,1.399311759,0.526580348,0.786251961,0.971974996,1.709323878,0.957317968,1.714564237,1.189906619,0.925047338,2.692351952,0.388667642,2.0429103,1.012957848,2.923196609,0.71260706,0.246449381,1.404501406,3.77692646,0.667376465,1.154461387,2.377471475,1.551661578,1.106071328,1.774047468,6.561805271,2.737384473,CD4 T
a1154,5.437219806,2.116785762,2.119583157,2.521532724,1.986078517,1.323221409,1.072679693,1.738575394,1.799381024,2.122744476,3.404883795,4.496903682,0.416714376,3.204839746,2.09492116,0.980489887,3.284845156,1.713762767,2.699992216,1.305657024,1.346333915,1.559499538,4.641990612,1.16911009,2.035211859,0.820674197,3.706443367,6.778875055,1.154526335,0.512787441,7.573721542,3.41314082,1.804733775,0.425932089,2.885147453,3.768394552,0.365210007,0.317806812,0.993085341,4.382987877,0.986154068,0.942113461,3.543966803,5.417655449,0.186884883,0.551863179,0.800310671,0.696660137,4.428502228,0.608804611,B
a1155,4.538768767,0.44141162,0.496363692,1.941875483,0.708177151,1.229405457,1.613081396,2.46117814,3.920100092,1.512550866,1.83939147,2.177778746,2.163066023,0.39144457,0.77699212,2.3488653,0.893454358,2.380130866,3.45582559,2.325637981,2.983122454,0.233597,2.536284597,0.445204504,3.41177192,3.96716495,2.308320579,2.909517742,1.620375701,2.028846452,0.746909965,0.529357195,2.635504466,1.761722178,0.744563542,3.391392544,0.513534767,1.667172049,2.648488917,2.265419119,2.571681641,1.28751186,3.433066332,0.68038917,2.109902169,4.086388753,2.499417856,3.054663561,3.046872557,1.406991948,B
a1156,2.763598805,0.576140376,11.97184471,1.744517388,1.035690803,0.252507976,1.255968224,1.464935576,0.704336473,0.040408807,0.626612812,2.228121373,0.287578317,2.195947326,3.989468097,1.286175067,0.42604244,3.389420303,3.06023284,1.5156307,1.863520407,0.99867259,0.508393861,1.768550924,1.610055402,3.729647677,2.744087803,1.467725348,1.758830139,0.921020087,1.291800001,1.063607702,1.849453345,0.210963905,7.642561635,1.19854576,1.661885072,1.561762591,3.024721836,3.287667303,2.950316366,4.953728203,0.373065488,0.273797085,0.850058626,2.218988224,5.480654785,0.812536132,2.913361017,1.53813691,CD4 T
a1157,1.338169369,2.13434727,2.463100225,1.581074132,2.91078933,0.929011194,1.813201558,1.772175631,1.02062433,3.683550272,2.622966541,3.240469539,3.208155826,0.844670337,2.762201953,1.277254114,0.321596961,2.250204562,1.086154116,0.777454513,0.232942064,1.492009813,0.132312229,1.17554234,2.745747391,0.907217741,2.805807531,2.610213818,1.270437175,2.149605756,0.717326302,2.03039572,3.760736901,3.240957533,1.374608904,4.012778792,0.145045359,1.613597464,1.575420102,0.990748747,0.707970171,0.713318977,1.315230047,3.059459549,0.931965178,1.54420557,2.389924231,2.990400116,1.24635827,1.408107216,CD8 T
a1158,2.185978094,2.839706089,1.442347669,0.978856456,4.134749819,2.687663089,1.28781949,2.479507208,3.701257091,2.513791771,1.18496396,1.005550106,2.377338258,1.157300689,1.277356734,1.07123436,1.450703537,3.596872582,0.669072487,4.544807335,1.784270077,1.411352322,0.540262156,0.920211564,1.676427453,1.102004864,4.452686942,3.247567717,2.783016057,0.936468228,1.853577766,0.831192229,1.557647974,1.861579464,0.757980636,1.24998928,1.466063406,2.100184208,1.405808914,0.794206596,1.801742413,1.752775995,1.488451265,7.891580667,1.15703983,1.101859935,0.221536742,1.331688575,0.310358852,1.118502968,CD4 T
a1159,2.859766474,2.703703797,3.955330132,3.185751237,2.380142137,0.466454798,0.697552238,1.143460074,1.890612675,1.664087154,4.302945479,2.346222797,0.094128524,1.257267123,2.764685034,1.418093398,1.878088226,0.970057871,2.843764134,1.698195549,2.862627621,2.195361539,2.853618821,0.90201483,0.523606026,1.640603794,1.927204783,3.637614842,0.103926087,0.651086177,1.326827452,1.198688625,1.605451997,0.565070813,1.799964539,3.090626103,0.672538162,4.242979525,1.272152603,0.944903691,2.133526235,3.514164077,1.507498227,3.147237961,1.199281423,3.472497499,2.074062812,0.40163008,0.862992523,2.911727089,B
a1160,0.986099339,2.548963571,3.473391552,3.702897996,2.293790476,3.733256983,2.282029402,1.567940197,1.737391042,3.226211515,1.580123563,1.048497797,1.867562481,0.108257451,0.487489025,3.508835039,1.596104114,3.526767559,0.856801516,4.763666423,0.428363246,3.638719632,1.341036786,4.197855511,2.266946593,1.215944274,3.051900438,2.650117418,4.674154847,2.459228173,3.070292102,1.542207053,2.200596655,1.817762082,3.327243345,1.851758094,0.776631508,2.062838111,1.835451784,1.30239837,2.576894938,1.611403742,0.643197529,1.116042437,1.868351981,3.560646701,3.96875216,0.760947622,5.125284758,1.798406453,CD4 T
a1161,1.434142885,4.409438929,1.881202532,1.724498917,2.445764311,1.991764201,1.486384098,0.905126501,0.157408114,3.097749199,0.727583193,2.575614661,5.554404479,0.72018946,3.735389921,1.593831944,1.99772198,1.836783418,2.293366643,0.382859707,1.33157537,3.254547603,0.395716395,1.327539687,1.217572886,4.083916568,0.024765744,2.601718516,3.351204953,2.024109866,1.077514971,1.583685804,1.928014232,1.31242624,1.42666059,2.800990037,0.663494115,1.762467565,0.946954494,1.282039257,0.926186145,1.540553229,5.271134452,1.479854715,0.147086692,1.19030242,0.755749555,1.550165981,0.343375455,2.634687598,CD4 T
a1162,0.084830237,0.791689314,0.657920377,1.043525468,0.504888702,1.404339764,0.395170987,3.303361706,0.860422095,1.367274713,0.244159007,1.282275418,1.19426448,1.870225793,3.890647368,1.43734404,2.504250189,1.98031181,2.997590438,2.098581945,2.101108055,4.275846052,3.983479876,1.035974125,2.648506869,0.836649043,3.006462918,1.654300614,0.992212307,1.648092166,1.233045388,0.785525869,1.139185604,0.908911022,7.345275071,0.825286145,2.23492503,2.808368033,4.401805454,0.766097238,1.404461972,1.736339438,2.602531994,2.293531064,0.35876382,6.423890251,0.69848968,2.637960342,5.531267081,1.762078644,CD8 T
a1163,1.025944693,3.213761135,1.146423832,6.31035526,0.540961188,1.883781659,7.399672585,2.060360534,5.607306406,2.985038332,5.125993562,4.74313811,1.114284301,1.140601215,2.493884734,4.376782024,2.000180723,0.201648891,0.591599481,1.307294289,1.943881009,1.383120572,2.308530586,1.147099667,2.549810365,1.813715339,0.817330296,2.10542658,1.528107787,0.697928504,2.351612697,0.62167484,0.940830104,3.075680218,1.609846911,4.765406416,5.019915814,3.785504197,1.639263957,1.250571822,0.308491007,1.25581059,1.56992822,1.422161813,1.835569264,1.187770213,3.994496645,6.167612488,2.334564891,0.585093586,B
a1164,0.443264928,4.226606447,2.228459891,1.542293702,0.54621826,2.97524089,1.622488624,1.026553912,1.814020133,0.837785885,0.480705504,3.236376254,5.913505036,4.039544003,0.321065672,4.200236379,0.702798417,1.531154155,0.531297893,1.33676339,2.057386369,1.545060782,4.045043295,0.822152112,0.986614191,0.296159485,0.136864363,4.470178969,1.504635005,1.020394556,1.673570561,0.211668962,0.658862027,1.954126776,2.930222235,0.603506381,2.382599842,0.905057768,2.017732426,1.41800771,1.919215202,3.044994273,1.890709688,2.240827021,1.531238184,1.646301811,0.950146734,0.430434207,9.028807615,0.562470784,NK
a1165,0.56211349,2.737456406,1.768366517,0.911034479,0.840449819,4.005755225,1.817235249,1.781851589,0.407447579,1.758437926,5.050692633,2.119421539,0.207353698,0.37764322,1.446935198,5.04791727,1.138133728,3.214756273,0.397244457,1.436544503,2.727148389,2.720445969,0.312574787,1.343100222,1.939902109,3.237586258,2.111725099,4.078886901,3.421314888,3.923005357,0.399500784,1.121931788,2.753237313,2.329378918,4.6424466,0.587985818,1.360149511,3.172951659,9.064445578,1.687975759,1.82521421,0.816850044,1.122487793,4.471226171,1.118023627,1.367370133,3.465822986,1.01386731,3.166220196,2.396570443,CD4 T
a1166,0.687142013,1.196412907,2.319167234,0.40556885,0.986112312,1.815692361,0.747561603,3.597754396,0.56458423,0.944724138,0.872438357,0.738285822,0.348074688,1.392656722,2.403550551,4.212076679,0.42374275,1.19254703,0.54648712,1.449641102,1.617141367,1.106236572,3.807162491,4.242342028,0.104490721,2.509959752,5.134146469,2.49305117,1.477117867,1.051810078,1.164463759,3.206206441,5.536834934,0.472689688,0.33195645,1.863050747,0.615180685,2.336873702,2.570124759,1.494791038,4.943603609,2.877763314,1.043557589,3.258643373,1.431579948,1.1672616,1.469295301,3.325798683,1.178308478,0.6539678,NK
a1167,4.988002334,1.028579979,0.579505952,1.038011764,0.15690181,0.880132434,2.394016638,3.050387452,0.677700832,2.061430118,2.736587116,2.742297569,0.933437533,7.411622068,3.289385999,1.523590725,1.827957523,2.879002136,0.918705449,0.626953351,1.73342619,3.377536173,1.647039821,1.233980405,4.655905446,2.647171504,4.331683443,1.830642094,3.601628732,1.267923426,0.786315934,2.222921002,2.399207109,3.80639701,4.305686454,0.135887837,1.145278019,0.502834805,1.702576914,2.976314538,0.388416293,0.396433384,3.938104775,1.433043017,1.27043416,1.933350335,0.837227678,1.200254744,3.018456437,1.609358506,NK
a1168,1.819768302,2.729778128,2.556917326,1.230459014,2.070426753,0.846972734,1.798617411,5.030537997,1.32447453,0.44692023,0.668937735,1.829622594,0.907160305,6.57823765,2.656157236,4.018365704,0.238071706,4.918995478,0.754909183,0.893193849,3.843140243,1.422746797,1.22427354,2.138567514,1.330764953,0.281468724,3.554283271,1.192532461,1.58060071,2.451477092,0.876960176,3.954204034,2.357468868,5.132863856,0.352682309,0.618323358,0.517670341,4.167042887,0.217841353,0.514937565,1.048826812,0.526854937,1.188295962,1.088761515,1.443454609,3.052953847,0.840021922,1.095560562,2.507873711,1.444228972,CD8 T
a1169,0.650923718,1.413280992,1.213821077,3.225276913,2.297926285,1.265437986,1.825430306,1.389464857,2.640457583,2.951600358,2.954290133,1.20885691,0.889481189,2.033207902,1.255777033,1.60621889,0.389901283,6.633917445,4.708396939,1.455851627,2.068204802,1.03304117,2.418445576,2.074470388,3.372461543,2.303273923,3.01047202,1.015464448,2.905073849,2.631131795,2.070713629,3.711866238,1.194211701,1.076189309,2.680687493,1.985137589,1.954442522,2.757388464,0.789338129,1.925548142,2.312377094,1.946548962,1.022779931,1.02535058,0.368864121,1.411589905,3.286880041,0.778052156,1.356460658,2.085595852,CD8 T
a1170,0.226067293,1.679915087,1.292228567,2.729524309,1.746915045,2.378056255,2.340259602,1.77230281,2.469566048,5.688906984,2.400469496,4.185640794,1.337948399,3.408679109,0.177425785,1.027228533,3.041275496,2.530309015,0.883376951,1.103704321,0.602675878,0.61106158,3.863768622,1.360534636,1.786977093,0.657660478,5.337075377,2.154751778,0.865480482,1.094160312,3.422621139,1.307852153,1.270361975,1.545848575,0.630978772,1.794546813,1.907862671,3.698720357,1.844340662,1.030750477,2.532669725,0.880734054,4.214538433,0.773662651,2.204023439,0.736658299,1.957561943,1.81041913,1.658971727,2.400960039,B
a1171,1.879401741,0.652361316,0.938398253,1.213831707,3.086178213,3.324905952,4.079566257,3.06211713,1.851965938,1.872148941,1.357611927,3.44435005,3.508623129,2.256396104,4.612694131,1.500655884,2.622027789,5.794303379,0.939785699,1.737642763,0.627864134,0.520806733,2.351719544,0.827044067,3.026986333,1.151585572,0.780856069,1.388913732,1.423838168,0.764458809,1.352067267,0.113172307,1.517986437,0.922910641,1.501995062,3.011103492,2.343324077,1.685598577,1.738102475,5.260948437,2.461061926,3.385401499,1.613704417,2.37250679,3.302078549,3.450929071,1.177154659,1.125854885,0.351153796,0.808377543,CD4 T
a1172,2.69493897,1.093045508,0.779870651,3.407582451,4.024497615,3.467391455,4.829323693,0.476704247,1.3465231,1.087157178,2.313621266,1.570299386,1.313520959,0.136711639,3.776071809,3.193517761,2.342553759,0.956460854,1.094313594,0.722498999,10.51905367,2.158662076,2.66373209,0.369393415,2.149991402,1.659319782,0.809188155,0.543479088,1.047848581,1.122824675,1.354303894,0.7118346,2.147831172,1.465092033,1.792522614,3.925379956,3.086708503,2.387379574,2.213638342,3.942101287,2.086340351,1.038669218,2.361899247,1.850454668,0.170418405,1.010452667,2.715165045,0.927862383,1.634383721,5.337491557,CD4 T
a1173,1.888169815,1.28488876,1.247837206,0.684741212,2.865509969,3.035597074,2.727717267,2.121547415,4.071291191,1.588814271,3.103497804,2.350288435,1.075647805,1.732306256,0.860074014,0.349399211,2.260701403,3.980612375,3.588542482,1.961609521,1.098281534,5.765750325,5.662058317,0.529265067,1.412732055,4.133136892,5.422735363,1.479358371,3.387690581,3.678550113,4.657625071,2.974829129,1.378310204,3.122200084,4.419415712,1.336968466,3.699876113,7.408270963,0.845344527,1.445923171,2.667845638,2.83586592,2.861975961,1.467811606,2.759491169,3.329912842,2.449221123,1.443246966,1.345895421,3.28293874,CD4 T
a1174,4.011679449,1.771814301,1.113746862,0.830122143,5.374186505,1.457582733,1.048739011,1.28698269,1.185647616,3.657125012,1.713839183,1.667455233,1.170649908,1.35965517,3.812720851,3.799883424,2.057143473,1.631931858,3.083102143,1.062697087,2.000635793,3.159467275,1.468016216,0.916348797,6.406865238,2.256477209,1.515285407,1.109927065,1.13199797,5.983159324,2.465868229,1.232041109,1.697831872,3.156038441,0.107769166,0.941091074,2.688614112,1.643659379,3.805276564,2.483150033,1.867009155,0.32996914,0.575492652,0.454195896,2.657684001,0.813153849,1.161302984,3.867089516,0.842498507,0.939531632,CD8 T
a1175,2.415796277,2.488572725,0.967209915,2.623219742,1.183035687,5.118803395,2.111619591,1.081375486,2.160464261,2.86693683,2.299498948,0.986338188,3.107938953,0.951277528,0.782614979,1.435727956,3.917271102,1.656321652,2.405135936,1.25410074,1.968452063,0.852094789,0.733803616,2.539452595,2.491143613,2.739058612,0.812377707,0.391389349,2.961377261,0.652938857,0.474747293,0.463347096,5.91264115,1.247614425,1.195848647,1.119823852,2.564666336,5.085813979,4.417568697,1.903739626,1.56743968,0.651465805,2.099227906,2.154799918,2.5424006,1.294497749,0.794655958,1.218084814,0.847364338,1.191694458,CD4 T
a1176,1.942946046,1.559664384,0.730050314,1.773724895,2.569610208,1.627953134,2.295105024,2.550597011,1.012439965,1.034265869,1.439669486,0.815390077,2.003198246,1.98923303,1.360195502,0.333106186,4.411392156,2.355718509,0.615519083,3.361802432,2.505973224,0.814887354,4.117448423,2.110720164,1.135063339,1.034275475,3.823479376,2.63557381,3.372132026,1.096059237,0.352803048,1.512690649,1.945074125,2.795859574,1.947351819,0.776945143,1.926928536,0.528260874,0.886998358,4.054629488,1.954209339,1.946462691,4.583349377,1.286019978,2.771583321,0.920119835,1.656515808,0.780591629,0.629552358,0.957866518,CD4 T
a1177,1.302248865,0.653631999,3.602568242,2.284466885,1.964135513,2.517575527,2.380390205,2.103816076,1.345226446,3.341279775,0.890636911,1.277067367,1.66075719,2.739674512,0.126082596,4.098162982,15.10570315,1.776176062,3.314483909,1.005660647,1.639801141,1.100545486,3.125947505,1.838163829,2.193911511,3.59608009,0.454814415,0.740993493,0.257701658,1.169419099,2.94674101,2.125244816,1.06020581,1.454568351,3.075799663,1.140250986,0.98576941,1.330681914,1.817491907,2.683969141,2.294149756,1.858247285,0.504329707,3.860417646,1.204668058,3.230978095,3.442669504,0.868941563,3.10276505,1.602563562,CD4 T
a1178,0.242699943,1.765974176,0.654215317,1.139383928,2.860760829,1.157802898,3.633424526,6.197104287,6.133089082,2.808425881,1.327908879,2.470502946,1.207187706,1.715286239,4.925846356,1.537848894,3.01675595,2.258591169,1.674368823,1.970764485,2.425503888,0.993083965,1.189584737,0.243845884,4.461825469,0.234229988,1.207067805,7.096927931,3.632166102,1.664188523,1.037572869,1.017947681,0.729373648,1.965058311,0.425746584,0.452261813,3.299473073,1.706688452,0.576784959,3.251114263,5.089694831,2.956350936,0.422405639,1.905221155,0.124739768,1.845463717,4.320500177,3.268274394,1.28288875,1.344902932,CD4 T
a1179,0.285692632,1.345391657,1.76016514,0.811602008,3.042389273,3.027661704,1.622607667,5.929535211,1.269005537,1.02563636,5.821261208,2.213091915,1.278740155,3.147388761,3.086656046,0.672469185,3.810253842,3.056437185,3.873428508,5.892283564,2.094200077,0.457515314,3.293238606,2.439363323,3.299766964,3.177630067,4.827913867,2.828345227,0.483969501,1.421305587,2.131458046,3.866665216,3.607729123,0.744447086,5.899388038,0.682100315,0.648451097,5.129772097,4.898713548,1.966191589,2.402482041,1.220966251,1.702993521,1.854373213,2.485194243,0.724440444,1.119703872,1.402051446,1.423555738,1.601815627,CD8 T
a1180,0.112606681,1.402217631,1.61977544,4.289913159,0.741496155,0.371123855,1.405075644,0.609014097,2.842830837,0.703458019,1.613305052,0.975159318,1.479509387,2.735465793,6.60447451,0.986974944,1.137902833,0.226732745,3.843127994,2.486951178,1.37678601,1.258763982,3.115252174,0.600470218,1.954729708,3.224378638,2.341993673,0.166155755,1.578784133,0.700585377,1.496982707,1.870650707,3.149578534,2.138694832,2.242867205,1.511405283,0.281212142,1.897865617,0.247244998,2.518143037,0.414847091,3.85868396,7.764975767,2.278579353,1.631182976,0.882793247,0.900560851,5.11257834,0.258364485,5.408059059,B
a1181,4.969796855,0.280901838,0.414521546,0.893739745,0.474405274,3.300661515,0.3027867,0.255647737,0.580435981,1.160037174,0.958667801,0.952994205,5.472040378,1.078273128,2.721855149,3.668112743,2.759101222,1.191404033,0.946814257,4.163697061,2.196024803,0.568405513,6.490896576,2.591770256,0.926531882,3.302641914,2.003008386,0.365879734,1.481241927,1.56639359,2.705135638,1.083824936,4.135827962,2.231914512,2.262228443,3.320540436,1.371099288,1.737559949,0.98838221,3.216937499,3.0262623,2.582369246,0.265031421,0.35346877,1.618872565,3.925283497,2.05072162,1.494243362,2.02973078,1.380524852,NK
